n,prime,diff
89219,1148867,10
89220,1148879,12
89221,1148921,42
89222,1148933,12
89223,1148941,8
89224,1148957,16
89225,1148963,6
89226,1148971,8
89227,1148977,6
89228,1148981,4
89229,1148989,8
89230,1148999,10
89231,1149007,8
89232,1149017,10
89233,1149037,20
89234,1149053,16
89235,1149059,6
89236,1149061,2
89237,1149131,70
89238,1149151,20
89239,1149157,6
89240,1149163,6
89241,1149167,4
89242,1149191,24
89243,1149193,2
89244,1149209,16
89245,1149221,12
89246,1149227,6
89247,1149229,2
89248,1149233,4
89249,1149259,26
89250,1149283,24
89251,1149307,24
89252,1149341,34
89253,1149349,8
89254,1149361,12
89255,1149373,12
89256,1149403,30
89257,1149409,6
89258,1149413,4
89259,1149427,14
89260,1149457,30
89261,1149469,12
89262,1149487,18
89263,1149493,6
89264,1149503,10
89265,1149509,6
89266,1149521,12
89267,1149527,6
89268,1149539,12
89269,1149559,20
89270,1149569,10
89271,1149581,12
89272,1149587,6
89273,1149593,6
89274,1149601,8
89275,1149607,6
89276,1149619,12
89277,1149637,18
89278,1149641,4
89279,1149661,20
89280,1149679,18
89281,1149689,10
89282,1149737,48
89283,1149749,12
89284,1149769,20
89285,1149773,4
89286,1149779,6
89287,1149803,24
89288,1149817,14
89289,1149857,40
89290,1149859,2
89291,1149881,22
89292,1149887,6
89293,1149901,14
89294,1149913,12
89295,1149917,4
89296,1149919,2
89297,1149943,24
89298,1149971,28
89299,1149979,8
89300,1149983,4
89301,1149989,6
89302,1149991,2
89303,1150027,36
89304,1150031,4
89305,1150057,26
89306,1150063,6
89307,1150073,10
89308,1150081,8
89309,1150103,22
89310,1150117,14
89311,1150139,22
89312,1150141,2
89313,1150151,10
89314,1150159,8
89315,1150183,24
89316,1150187,4
89317,1150199,12
89318,1150211,12
89319,1150213,2
89320,1150217,4
89321,1150229,12
89322,1150243,14
89323,1150249,6
89324,1150301,52
89325,1150309,8
89326,1150349,40
89327,1150351,2
89328,1150363,12
89329,1150397,34
89330,1150403,6
89331,1150411,8
89332,1150417,6
89333,1150421,4
89334,1150423,2
89335,1150447,24
89336,1150489,42
89337,1150511,22
89338,1150519,8
89339,1150531,12
89340,1150537,6
89341,1150547,10
89342,1150561,14
89343,1150579,18
89344,1150603,24
89345,1150609,6
89346,1150631,22
89347,1150649,18
89348,1150651,2
89349,1150657,6
89350,1150661,4
89351,1150673,12
89352,1150687,14
89353,1150703,16
89354,1150717,14
89355,1150729,12
89356,1150733,4
89357,1150739,6
89358,1150741,2
89359,1150757,16
89360,1150763,6
89361,1150769,6
89362,1150777,8
89363,1150783,6
89364,1150823,40
89365,1150837,14
89366,1150847,10
89367,1150861,14
89368,1150867,6
89369,1150871,4
89370,1150873,2
89371,1150879,6
89372,1150909,30
89373,1150921,12
89374,1150927,6
89375,1150939,12
89376,1150949,10
89377,1150957,8
89378,1150973,16
89379,1150987,14
89380,1151021,34
89381,1151041,20
89382,1151047,6
89383,1151057,10
89384,1151063,6
89385,1151069,6
89386,1151083,14
89387,1151089,6
89388,1151113,24
89389,1151141,28
89390,1151147,6
89391,1151159,12
89392,1151167,8
89393,1151177,10
89394,1151179,2
89395,1151203,24
89396,1151209,6
89397,1151221,12
89398,1151233,12
89399,1151237,4
89400,1151243,6
89401,1151251,8
89402,1151287,36
89403,1151303,16
89404,1151317,14
89405,1151327,10
89406,1151333,6
89407,1151363,30
89408,1151369,6
89409,1151383,14
89410,1151389,6
89411,1151399,10
89412,1151401,2
89413,1151413,12
89414,1151417,4
89415,1151431,14
89416,1151441,10
89417,1151443,2
89418,1151471,28
89419,1151473,2
89420,1151483,10
89421,1151519,36
89422,1151537,18
89423,1151569,32
89424,1151581,12
89425,1151593,12
89426,1151599,6
89427,1151603,4
89428,1151611,8
89429,1151629,18
89430,1151639,10
89431,1151651,12
89432,1151653,2
89433,1151659,6
89434,1151671,12
89435,1151687,16
89436,1151701,14
89437,1151713,12
89438,1151729,16
89439,1151737,8
89440,1151747,10
89441,1151753,6
89442,1151779,26
89443,1151807,28
89444,1151861,54
89445,1151873,12
89446,1151879,6
89447,1151881,2
89448,1151911,30
89449,1151933,22
89450,1151963,30
89451,1151981,18
89452,1151987,6
89453,1151993,6
89454,1151999,6
89455,1152023,24
89456,1152029,6
89457,1152037,8
89458,1152071,34
89459,1152077,6
89460,1152079,2
89461,1152091,12
89462,1152113,22
89463,1152119,6
89464,1152121,2
89465,1152149,28
89466,1152157,8
89467,1152161,4
89468,1152163,2
89469,1152181,18
89470,1152187,6
89471,1152227,40
89472,1152233,6
89473,1152287,54
89474,1152313,26
89475,1152317,4
89476,1152337,20
89477,1152343,6
89478,1152367,24
89479,1152383,16
89480,1152391,8
89481,1152397,6
89482,1152419,22
89483,1152421,2
89484,1152493,72
89485,1152509,16
89486,1152517,8
89487,1152523,6
89488,1152527,4
89489,1152589,62
89490,1152623,34
89491,1152629,6
89492,1152631,2
89493,1152637,6
89494,1152643,6
89495,1152649,6
89496,1152653,4
89497,1152667,14
89498,1152677,10
89499,1152707,30
89500,1152733,26
89501,1152751,18
89502,1152757,6
89503,1152761,4
89504,1152763,2
89505,1152773,10
89506,1152791,18
89507,1152793,2
89508,1152799,6
89509,1152841,42
89510,1152857,16
89511,1152881,24
89512,1152887,6
89513,1152913,26
89514,1152917,4
89515,1152937,20
89516,1152941,4
89517,1152979,38
89518,1152989,10
89519,1152997,8
89520,1153001,4
89521,1153007,6
89522,1153021,14
89523,1153027,6
89524,1153049,22
89525,1153057,8
89526,1153063,6
89527,1153073,10
89528,1153099,26
89529,1153109,10
89530,1153123,14
89531,1153147,24
89532,1153153,6
89533,1153157,4
89534,1153171,14
89535,1153177,6
89536,1153183,6
89537,1153199,16
89538,1153211,12
89539,1153219,8
89540,1153223,4
89541,1153237,14
89542,1153241,4
89543,1153247,6
89544,1153249,2
89545,1153261,12
89546,1153267,6
89547,1153277,10
89548,1153309,32
89549,1153337,28
89550,1153343,6
89551,1153349,6
89552,1153367,18
89553,1153393,26
89554,1153421,28
89555,1153429,8
89556,1153441,12
89557,1153457,16
89558,1153459,2
89559,1153463,4
89560,1153483,20
89561,1153487,4
89562,1153511,24
89563,1153517,6
89564,1153531,14
89565,1153553,22
89566,1153573,20
89567,1153577,4
89568,1153589,12
89569,1153597,8
89570,1153609,12
89571,1153613,4
89572,1153639,26
89573,1153643,4
89574,1153681,38
89575,1153687,6
89576,1153721,34
89577,1153729,8
89578,1153751,22
89579,1153753,2
89580,1153759,6
89581,1153769,10
89582,1153777,8
89583,1153799,22
89584,1153811,12
89585,1153849,38
89586,1153853,4
89587,1153871,18
89588,1153891,20
89589,1153921,30
89590,1153967,46
89591,1153973,6
89592,1154017,44
89593,1154029,12
89594,1154033,4
89595,1154039,6
89596,1154047,8
89597,1154051,4
89598,1154119,68
89599,1154123,4
89600,1154129,6
89601,1154159,30
89602,1154173,14
89603,1154177,4
89604,1154183,6
89605,1154207,24
89606,1154221,14
89607,1154227,6
89608,1154233,6
89609,1154239,6
89610,1154243,4
89611,1154267,24
89612,1154291,24
89613,1154297,6
89614,1154299,2
89615,1154311,12
89616,1154323,12
89617,1154327,4
89618,1154339,12
89619,1154353,14
89620,1154359,6
89621,1154369,10
89622,1154401,32
89623,1154411,10
89624,1154431,20
89625,1154449,18
89626,1154467,18
89627,1154473,6
89628,1154509,36
89629,1154513,4
89630,1154537,24
89631,1154539,2
89632,1154551,12
89633,1154561,10
89634,1154563,2
89635,1154567,4
89636,1154579,12
89637,1154581,2
89638,1154603,22
89639,1154633,30
89640,1154639,6
89641,1154651,12
89642,1154653,2
89643,1154707,54
89644,1154723,16
89645,1154737,14
89646,1154753,16
89647,1154771,18
89648,1154789,18
89649,1154819,30
89650,1154821,2
89651,1154849,28
89652,1154863,14
89653,1154887,24
89654,1154893,6
89655,1154897,4
89656,1154911,14
89657,1154927,16
89658,1154947,20
89659,1154969,22
89660,1154971,2
89661,1154987,16
89662,1155001,14
89663,1155017,16
89664,1155019,2
89665,1155053,34
89666,1155061,8
89667,1155071,10
89668,1155097,26
89669,1155101,4
89670,1155107,6
89671,1155127,20
89672,1155149,22
89673,1155151,2
89674,1155169,18
89675,1155179,10
89676,1155211,32
89677,1155223,12
89678,1155233,10
89679,1155239,6
89680,1155247,8
89681,1155263,16
89682,1155293,30
89683,1155311,18
89684,1155317,6
89685,1155373,56
89686,1155377,4
89687,1155379,2
89688,1155403,24
89689,1155419,16
89690,1155431,12
89691,1155437,6
89692,1155449,12
89693,1155457,8
89694,1155461,4
89695,1155499,38
89696,1155527,28
89697,1155529,2
89698,1155569,40
89699,1155577,8
89700,1155601,24
89701,1155607,6
89702,1155611,4
89703,1155613,2
89704,1155617,4
89705,1155619,2
89706,1155629,10
89707,1155631,2
89708,1155653,22
89709,1155659,6
89710,1155689,30
89711,1155697,8
89712,1155701,4
89713,1155703,2
89714,1155709,6
89715,1155733,24
89716,1155821,88
89717,1155823,2
89718,1155829,6
89719,1155841,12
89720,1155851,10
89721,1155859,8
89722,1155863,4
89723,1155899,36
89724,1155901,2
89725,1155907,6
89726,1155919,12
89727,1155923,4
89728,1155929,6
89729,1155937,8
89730,1155943,6
89731,1155953,10
89732,1155961,8
89733,1155967,6
89734,1155971,4
89735,1155977,6
89736,1155997,20
89737,1156009,12
89738,1156013,4
89739,1156019,6
89740,1156031,12
89741,1156033,2
89742,1156037,4
89743,1156039,2
89744,1156073,34
89745,1156079,6
89746,1156087,8
89747,1156097,10
89748,1156109,12
89749,1156121,12
89750,1156151,30
89751,1156157,6
89752,1156171,14
89753,1156217,46
89754,1156229,12
89755,1156231,2
89756,1156249,18
89757,1156261,12
89758,1156271,10
89759,1156291,20
89760,1156297,6
89761,1156303,6
89762,1156307,4
89763,1156327,20
89764,1156333,6
89765,1156343,10
89766,1156367,24
89767,1156369,2
89768,1156387,18
89769,1156403,16
89770,1156423,20
89771,1156427,4
89772,1156429,2
89773,1156451,22
89774,1156453,2
89775,1156457,4
89776,1156483,26
89777,1156501,18
89778,1156523,22
89779,1156537,14
89780,1156541,4
89781,1156553,12
89782,1156567,14
89783,1156591,24
89784,1156613,22
89785,1156627,14
89786,1156633,6
89787,1156637,4
89788,1156643,6
89789,1156681,38
89790,1156699,18
89791,1156709,10
89792,1156711,2
89793,1156721,10
89794,1156741,20
89795,1156747,6
89796,1156751,4
89797,1156769,18
89798,1156783,14
89799,1156801,18
89800,1156807,6
89801,1156819,12
89802,1156823,4
89803,1156847,24
89804,1156849,2
89805,1156873,24
89806,1156907,34
89807,1156927,20
89808,1156949,22
89809,1156963,14
89810,1156997,34
89811,1157011,14
89812,1157017,6
89813,1157033,16
89814,1157053,20
89815,1157059,6
89816,1157063,4
89817,1157069,6
89818,1157077,8
89819,1157099,22
89820,1157111,12
89821,1157131,20
89822,1157159,28
89823,1157171,12
89824,1157179,8
89825,1157183,4
89826,1157201,18
89827,1157203,2
89828,1157209,6
89829,1157213,4
89830,1157227,14
89831,1157237,10
89832,1157243,6
89833,1157251,8
89834,1157257,6
89835,1157263,6
89836,1157279,16
89837,1157293,14
89838,1157327,34
89839,1157333,6
89840,1157339,6
89841,1157341,2
89842,1157357,16
89843,1157363,6
89844,1157369,6
89845,1157381,12
89846,1157393,12
89847,1157413,20
89848,1157437,24
89849,1157449,12
89850,1157489,40
89851,1157491,2
89852,1157503,12
89853,1157531,28
89854,1157539,8
89855,1157557,18
89856,1157579,22
89857,1157591,12
89858,1157609,18
89859,1157621,12
89860,1157627,6
89861,1157641,14
89862,1157669,28
89863,1157671,2
89864,1157699,28
89865,1157701,2
89866,1157711,10
89867,1157713,2
89868,1157729,16
89869,1157747,18
89870,1157749,2
89871,1157759,10
89872,1157771,12
89873,1157773,2
89874,1157791,18
89875,1157831,40
89876,1157833,2
89877,1157837,4
89878,1157839,2
89879,1157851,12
89880,1157869,18
89881,1157873,4
89882,1157899,26
89883,1157929,30
89884,1157953,24
89885,1157969,16
89886,1157977,8
89887,1157987,10
89888,1158007,20
89889,1158011,4
89890,1158037,26
89891,1158071,34
89892,1158077,6
89893,1158089,12
89894,1158121,32
89895,1158133,12
89896,1158139,6
89897,1158161,22
89898,1158187,26
89899,1158197,10
89900,1158203,6
89901,1158217,14
89902,1158247,30
89903,1158251,4
89904,1158263,12
89905,1158271,8
89906,1158293,22
89907,1158301,8
89908,1158307,6
89909,1158317,10
89910,1158323,6
89911,1158341,18
89912,1158361,20
89913,1158383,22
89914,1158389,6
89915,1158401,12
89916,1158407,6
89917,1158419,12
89918,1158427,8
89919,1158457,30
89920,1158461,4
89921,1158467,6
89922,1158473,6
89923,1158481,8
89924,1158491,10
89925,1158523,32
89926,1158529,6
89927,1158539,10
89928,1158541,2
89929,1158551,10
89930,1158569,18
89931,1158587,18
89932,1158593,6
89933,1158607,14
89934,1158611,4
89935,1158613,2
89936,1158617,4
89937,1158629,12
89938,1158643,14
89939,1158653,10
89940,1158673,20
89941,1158679,6
89942,1158683,4
89943,1158713,30
89944,1158719,6
89945,1158743,24
89946,1158757,14
89947,1158761,4
89948,1158769,8
89949,1158799,30
89950,1158821,22
89951,1158823,2
89952,1158827,4
89953,1158841,14
89954,1158847,6
89955,1158863,16
89956,1158881,18
89957,1158887,6
89958,1158923,36
89959,1158953,30
89960,1158961,8
89961,1158977,16
89962,1158991,14
89963,1159001,10
89964,1159007,6
89965,1159027,20
89966,1159031,4
89967,1159049,18
89968,1159063,14
89969,1159073,10
89970,1159079,6
89971,1159087,8
89972,1159091,4
89973,1159127,36
89974,1159139,12
89975,1159153,14
89976,1159187,34
89977,1159189,2
89978,1159199,10
89979,1159201,2
89980,1159229,28
89981,1159231,2
89982,1159241,10
89983,1159243,2
89984,1159259,16
89985,1159271,12
89986,1159283,12
89987,1159303,20
89988,1159337,34
89989,1159339,2
89990,1159381,42
89991,1159393,12
89992,1159397,4
89993,1159421,24
89994,1159423,2
89995,1159429,6
89996,1159447,18
89997,1159463,16
89998,1159489,26
89999,1159517,28
90000,1159523,6
90001,1159531,8
90002,1159541,10
90003,1159577,36
90004,1159583,6
90005,1159597,14
90006,1159601,4
90007,1159633,32
90008,1159649,16
90009,1159661,12
90010,1159663,2
90011,1159709,46
90012,1159721,12
90013,1159777,56
90014,1159787,10
90015,1159789,2
90016,1159811,22
90017,1159813,2
90018,1159843,30
90019,1159853,10
90020,1159861,8
90021,1159877,16
90022,1159889,12
90023,1159901,12
90024,1159909,8
90025,1159919,10
90026,1159967,48
90027,1159973,6
90028,1159981,8
90029,1159993,12
90030,1159997,4
90031,1160009,12
90032,1160039,30
90033,1160041,2
90034,1160057,16
90035,1160077,20
90036,1160111,34
90037,1160129,18
90038,1160141,12
90039,1160147,6
90040,1160161,14
90041,1160167,6
90042,1160179,12
90043,1160207,28
90044,1160213,6
90045,1160219,6
90046,1160221,2
90047,1160227,6
90048,1160251,24
90049,1160279,28
90050,1160287,8
90051,1160297,10
90052,1160303,6
90053,1160309,6
90054,1160317,8
90055,1160351,34
90056,1160359,8
90057,1160363,4
90058,1160371,8
90059,1160407,36
90060,1160413,6
90061,1160429,16
90062,1160443,14
90063,1160447,4
90064,1160449,2
90065,1160459,10
90066,1160473,14
90067,1160479,6
90068,1160491,12
90069,1160503,12
90070,1160513,10
90071,1160519,6
90072,1160543,24
90073,1160567,24
90074,1160569,2
90075,1160581,12
90076,1160597,16
90077,1160611,14
90078,1160639,28
90079,1160659,20
90080,1160681,22
90081,1160689,8
90082,1160713,24
90083,1160717,4
90084,1160749,32
90085,1160771,22
90086,1160807,36
90087,1160813,6
90088,1160837,24
90089,1160839,2
90090,1160867,28
90091,1160893,26
90092,1160903,10
90093,1160911,8
90094,1160927,16
90095,1160941,14
90096,1160953,12
90097,1160977,24
90098,1160983,6
90099,1160987,4
90100,1160989,2
90101,1161001,12
90102,1161007,6
90103,1161011,4
90104,1161031,20
90105,1161037,6
90106,1161047,10
90107,1161059,12
90108,1161077,18
90109,1161091,14
90110,1161101,10
90111,1161107,6
90112,1161113,6
90113,1161137,24
90114,1161143,6
90115,1161163,20
90116,1161169,6
90117,1161203,34
90118,1161217,14
90119,1161227,10
90120,1161233,6
90121,1161239,6
90122,1161241,2
90123,1161263,22
90124,1161269,6
90125,1161289,20
90126,1161313,24
90127,1161317,4
90128,1161331,14
90129,1161343,12
90130,1161371,28
90131,1161397,26
90132,1161401,4
90133,1161403,2
90134,1161437,34
90135,1161439,2
90136,1161443,4
90137,1161449,6
90138,1161463,14
90139,1161481,18
90140,1161487,6
90141,1161493,6
90142,1161497,4
90143,1161499,2
90144,1161509,10
90145,1161521,12
90146,1161529,8
90147,1161547,18
90148,1161551,4
90149,1161553,2
90150,1161581,28
90151,1161599,18
90152,1161617,18
90153,1161619,2
90154,1161637,18
90155,1161647,10
90156,1161659,12
90157,1161683,24
90158,1161691,8
90159,1161703,12
90160,1161749,46
90161,1161757,8
90162,1161761,4
90163,1161767,6
90164,1161781,14
90165,1161791,10
90166,1161829,38
90167,1161833,4
90168,1161841,8
90169,1161851,10
90170,1161857,6
90171,1161871,14
90172,1161877,6
90173,1161883,6
90174,1161893,10
90175,1161929,36
90176,1161931,2
90177,1161947,16
90178,1161949,2
90179,1161991,42
90180,1161997,6
90181,1162009,12
90182,1162037,28
90183,1162043,6
90184,1162061,18
90185,1162067,6
90186,1162079,12
90187,1162081,2
90188,1162093,12
90189,1162099,6
90190,1162129,30
90191,1162193,64
90192,1162219,26
90193,1162223,4
90194,1162229,6
90195,1162243,14
90196,1162253,10
90197,1162261,8
90198,1162277,16
90199,1162279,2
90200,1162297,18
90201,1162303,6
90202,1162321,18
90203,1162339,18
90204,1162361,22
90205,1162367,6
90206,1162373,6
90207,1162417,44
90208,1162423,6
90209,1162453,30
90210,1162463,10
90211,1162471,8
90212,1162481,10
90213,1162493,12
90214,1162501,8
90215,1162507,6
90216,1162529,22
90217,1162537,8
90218,1162541,4
90219,1162543,2
90220,1162547,4
90221,1162559,12
90222,1162571,12
90223,1162573,2
90224,1162583,10
90225,1162589,6
90226,1162597,8
90227,1162619,22
90228,1162621,2
90229,1162631,10
90230,1162649,18
90231,1162663,14
90232,1162669,6
90233,1162687,18
90234,1162691,4
90235,1162709,18
90236,1162727,18
90237,1162729,2
90238,1162741,12
90239,1162751,10
90240,1162753,2
90241,1162771,18
90242,1162789,18
90243,1162793,4
90244,1162807,14
90245,1162853,46
90246,1162859,6
90247,1162867,8
90248,1162877,10
90249,1162879,2
90250,1162897,18
90251,1162901,4
90252,1162907,6
90253,1162927,20
90254,1162937,10
90255,1162943,6
90256,1162951,8
90257,1162957,6
90258,1162961,4
90259,1162969,8
90260,1162981,12
90261,1162991,10
90262,1163003,12
90263,1163011,8
90264,1163017,6
90265,1163033,16
90266,1163039,6
90267,1163069,30
90268,1163077,8
90269,1163081,4
90270,1163083,2
90271,1163093,10
90272,1163111,18
90273,1163119,8
90274,1163131,12
90275,1163137,6
90276,1163143,6
90277,1163147,4
90278,1163159,12
90279,1163167,8
90280,1163177,10
90281,1163189,12
90282,1163207,18
90283,1163221,14
90284,1163231,10
90285,1163233,2
90286,1163251,18
90287,1163257,6
90288,1163263,6
90289,1163273,10
90290,1163311,38
90291,1163329,18
90292,1163333,4
90293,1163339,6
90294,1163353,14
90295,1163417,64
90296,1163423,6
90297,1163431,8
90298,1163441,10
90299,1163467,26
90300,1163473,6
90301,1163479,6
90302,1163483,4
90303,1163507,24
90304,1163521,14
90305,1163543,22
90306,1163551,8
90307,1163557,6
90308,1163581,24
90309,1163587,6
90310,1163609,22
90311,1163611,2
90312,1163627,16
90313,1163629,2
90314,1163641,12
90315,1163651,10
90316,1163653,2
90317,1163663,10
90318,1163671,8
90319,1163689,18
90320,1163699,10
90321,1163711,12
90322,1163713,2
90323,1163717,4
90324,1163719,2
90325,1163737,18
90326,1163753,16
90327,1163759,6
90328,1163783,24
90329,1163791,8
90330,1163821,30
90331,1163831,10
90332,1163843,12
90333,1163849,6
90334,1163873,24
90335,1163879,6
90336,1163891,12
90337,1163923,32
90338,1163947,24
90339,1163969,22
90340,1163971,2
90341,1163977,6
90342,1163989,12
90343,1163993,4
90344,1164001,8
90345,1164029,28
90346,1164043,14
90347,1164067,24
90348,1164071,4
90349,1164077,6
90350,1164091,14
90351,1164101,10
90352,1164173,72
90353,1164179,6
90354,1164181,2
90355,1164193,12
90356,1164199,6
90357,1164203,4
90358,1164217,14
90359,1164221,4
90360,1164253,32
90361,1164287,34
90362,1164323,36
90363,1164343,20
90364,1164367,24
90365,1164409,42
90366,1164413,4
90367,1164419,6
90368,1164431,12
90369,1164433,2
90370,1164439,6
90371,1164461,22
90372,1164479,18
90373,1164497,18
90374,1164503,6
90375,1164511,8
90376,1164521,10
90377,1164533,12
90378,1164557,24
90379,1164571,14
90380,1164587,16
90381,1164589,2
90382,1164593,4
90383,1164599,6
90384,1164607,8
90385,1164617,10
90386,1164623,6
90387,1164629,6
90388,1164641,12
90389,1164659,18
90390,1164671,12
90391,1164689,18
90392,1164731,42
90393,1164749,18
90394,1164791,42
90395,1164799,8
90396,1164803,4
90397,1164811,8
90398,1164817,6
90399,1164829,12
90400,1164841,12
90401,1164853,12
90402,1164859,6
90403,1164869,10
90404,1164899,30
90405,1164937,38
90406,1164941,4
90407,1164953,12
90408,1164967,14
90409,1164979,12
90410,1164991,12
90411,1164997,6
90412,1165001,4
90413,1165037,36
90414,1165049,12
90415,1165051,2
90416,1165057,6
90417,1165069,12
90418,1165079,10
90419,1165081,2
90420,1165103,22
90421,1165121,18
90422,1165127,6
90423,1165139,12
90424,1165147,8
90425,1165183,36
90426,1165187,4
90427,1165189,2
90428,1165193,4
90429,1165201,8
90430,1165207,6
90431,1165211,4
90432,1165217,6
90433,1165223,6
90434,1165273,50
90435,1165279,6
90436,1165301,22
90437,1165303,2
90438,1165349,46
90439,1165357,8
90440,1165361,4
90441,1165363,2
90442,1165379,16
90443,1165397,18
90444,1165399,2
90445,1165421,22
90446,1165447,26
90447,1165453,6
90448,1165471,18
90449,1165511,40
90450,1165529,18
90451,1165531,2
90452,1165579,48
90453,1165583,4
90454,1165643,60
90455,1165667,24
90456,1165691,24
90457,1165711,20
90458,1165721,10
90459,1165727,6
90460,1165729,2
90461,1165739,10
90462,1165751,12
90463,1165777,26
90464,1165789,12
90465,1165799,10
90466,1165819,20
90467,1165823,4
90468,1165831,8
90469,1165837,6
90470,1165849,12
90471,1165861,12
90472,1165873,12
90473,1165889,16
90474,1165903,14
90475,1165909,6
90476,1165919,10
90477,1165921,2
90478,1165933,12
90479,1165937,4
90480,1165943,6
90481,1165949,6
90482,1165951,2
90483,1165991,40
90484,1165993,2
90485,1166021,28
90486,1166027,6
90487,1166041,14
90488,1166057,16
90489,1166083,26
90490,1166089,6
90491,1166093,4
90492,1166101,8
90493,1166107,6
90494,1166131,24
90495,1166141,10
90496,1166147,6
90497,1166153,6
90498,1166213,60
90499,1166219,6
90500,1166227,8
90501,1166237,10
90502,1166287,50
90503,1166311,24
90504,1166323,12
90505,1166329,6
90506,1166359,30
90507,1166383,24
90508,1166393,10
90509,1166401,8
90510,1166411,10
90511,1166413,2
90512,1166441,28
90513,1166453,12
90514,1166479,26
90515,1166483,4
90516,1166497,14
90517,1166507,10
90518,1166527,20
90519,1166531,4
90520,1166533,2
90521,1166549,16
90522,1166563,14
90523,1166567,4
90524,1166569,2
90525,1166579,10
90526,1166597,18
90527,1166603,6
90528,1166609,6
90529,1166617,8
90530,1166639,22
90531,1166663,24
90532,1166677,14
90533,1166687,10
90534,1166713,26
90535,1166723,10
90536,1166729,6
90537,1166741,12
90538,1166773,32
90539,1166779,6
90540,1166801,22
90541,1166807,6
90542,1166827,20
90543,1166833,6
90544,1166839,6
90545,1166849,10
90546,1166857,8
90547,1166861,4
90548,1166903,42
90549,1166927,24
90550,1166929,2
90551,1166947,18
90552,1166953,6
90553,1166969,16
90554,1166987,18
90555,1167011,24
90556,1167013,2
90557,1167053,40
90558,1167059,6
90559,1167077,18
90560,1167083,6
90561,1167139,56
90562,1167143,4
90563,1167157,14
90564,1167167,10
90565,1167193,26
90566,1167209,16
90567,1167211,2
90568,1167217,6
90569,1167233,16
90570,1167241,8
90571,1167251,10
90572,1167277,26
90573,1167289,12
90574,1167293,4
90575,1167307,14
90576,1167317,10
90577,1167329,12
90578,1167347,18
90579,1167349,2
90580,1167359,10
90581,1167391,32
90582,1167409,18
90583,1167421,12
90584,1167443,22
90585,1167449,6
90586,1167469,20
90587,1167473,4
90588,1167539,66
90589,1167547,8
90590,1167559,12
90591,1167571,12
90592,1167581,10
90593,1167587,6
90594,1167599,12
90595,1167613,14
90596,1167623,10
90597,1167637,14
90598,1167653,16
90599,1167659,6
90600,1167667,8
90601,1167689,22
90602,1167697,8
90603,1167701,4
90604,1167703,2
90605,1167707,4
90606,1167709,2
90607,1167731,22
90608,1167763,32
90609,1167773,10
90610,1167791,18
90611,1167799,8
90612,1167811,12
90613,1167821,10
90614,1167823,2
90615,1167833,10
90616,1167839,6
90617,1167841,2
90618,1167847,6
90619,1167853,6
90620,1167869,16
90621,1167889,20
90622,1167899,10
90623,1167913,14
90624,1167919,6
90625,1167937,18
90626,1167953,16
90627,1167973,20
90628,1168001,28
90629,1168007,6
90630,1168031,24
90631,1168039,8
90632,1168043,4
90633,1168093,50
90634,1168133,40
90635,1168151,18
90636,1168169,18
90637,1168183,14
90638,1168187,4
90639,1168231,44
90640,1168241,10
90641,1168243,2
90642,1168247,4
90643,1168249,2
90644,1168261,12
90645,1168301,40
90646,1168319,18
90647,1168327,8
90648,1168337,10
90649,1168339,2
90650,1168351,12
90651,1168357,6
90652,1168361,4
90653,1168397,36
90654,1168399,2
90655,1168403,4
90656,1168411,8
90657,1168451,40
90658,1168463,12
90659,1168477,14
90660,1168487,10
90661,1168493,6
90662,1168501,8
90663,1168523,22
90664,1168537,14
90665,1168553,16
90666,1168619,66
90667,1168621,2
90668,1168627,6
90669,1168637,10
90670,1168639,2
90671,1168693,54
90672,1168711,18
90673,1168721,10
90674,1168751,30
90675,1168757,6
90676,1168763,6
90677,1168771,8
90678,1168789,18
90679,1168799,10
90680,1168819,20
90681,1168829,10
90682,1168831,2
90683,1168841,10
90684,1168847,6
90685,1168859,12
90686,1168877,18
90687,1168879,2
90688,1168897,18
90689,1168919,22
90690,1168927,8
90691,1168931,4
90692,1168933,2
90693,1168957,24
90694,1168969,12
90695,1168987,18
90696,1168997,10
90697,1169009,12
90698,1169011,2
90699,1169017,6
90700,1169023,6
90701,1169027,4
90702,1169029,2
90703,1169059,30
90704,1169081,22
90705,1169131,50
90706,1169137,6
90707,1169149,12
90708,1169171,22
90709,1169177,6
90710,1169183,6
90711,1169191,8
90712,1169249,58
90713,1169257,8
90714,1169261,4
90715,1169269,8
90716,1169281,12
90717,1169293,12
90718,1169323,30
90719,1169327,4
90720,1169341,14
90721,1169347,6
90722,1169353,6
90723,1169369,16
90724,1169381,12
90725,1169383,2
90726,1169401,18
90727,1169411,10
90728,1169417,6
90729,1169419,2
90730,1169449,30
90731,1169453,4
90732,1169473,20
90733,1169477,4
90734,1169491,14
90735,1169513,22
90736,1169521,8
90737,1169563,42
90738,1169587,24
90739,1169591,4
90740,1169593,2
90741,1169603,10
90742,1169627,24
90743,1169633,6
90744,1169647,14
90745,1169669,22
90746,1169677,8
90747,1169683,6
90748,1169687,4
90749,1169713,26
90750,1169741,28
90751,1169747,6
90752,1169759,12
90753,1169761,2
90754,1169767,6
90755,1169789,22
90756,1169801,12
90757,1169809,8
90758,1169827,18
90759,1169873,46
90760,1169879,6
90761,1169899,20
90762,1169929,30
90763,1169933,4
90764,1169939,6
90765,1170007,68
90766,1170011,4
90767,1170019,8
90768,1170023,4
90769,1170031,8
90770,1170049,18
90771,1170061,12
90772,1170067,6
